year,month,rank_ILR_1,nstocks,ret_vw
2013,9,2,251,4.3946
2013,9,3,614,2.3849
2013,9,4,134,6.5714
2013,9,5,313,5.2675
2013,9,6,450,4.6425
2013,9,7,123,4.8057
2013,9,8,629,4.6009
2013,9,9,88,2.9452
2013,10,1,117,3.7401
2013,10,2,504,4.2773
2013,10,3,227,7.1270
2013,10,4,422,5.6211
2013,10,5,605,5.1646
2013,10,6,330,3.2696
2013,10,7,387,3.2139
2013,10,8,113,5.3402
2013,10,9,123,2.7584
2013,11,1,138,0.2608
2013,11,2,521,2.4693
2013,11,3,443,3.3487
2013,11,4,447,2.3515
2013,11,5,232,3.4383
2013,11,6,487,2.7878
2013,11,7,357,3.0868
2013,11,8,121,2.5384
2013,11,9,81,-0.2059
2013,12,1,58,3.1825
2013,12,2,307,3.4984
2013,12,3,332,4.1659
2013,12,4,405,2.0209
2013,12,5,161,4.9678
2013,12,6,458,4.0018
2013,12,7,484,1.5059
2013,12,8,345,3.4292
2013,12,9,281,2.9106
2014,1,1,160,-2.7199
2014,1,2,556,-4.3438
2014,1,3,277,-3.1608
2014,1,4,402,-5.2801
2014,1,5,400,-4.6302
2014,1,6,239,-3.4311
2014,1,7,547,-1.0393
2014,1,8,156,-3.4342
2014,1,9,95,-3.8484
2014,2,1,71,4.2401
2014,2,2,354,4.8617
2014,2,3,425,5.7522
2014,2,4,307,4.3892
2014,2,5,320,4.1805
2014,2,6,220,5.8323
2014,2,7,225,5.0046
2014,2,8,508,3.9841
2014,2,9,410,6.9881
2014,3,1,117,1.2374
2014,3,2,284,2.9993
2014,3,3,272,2.1332
2014,3,4,421,0.7433
2014,3,5,272,-1.3404
2014,3,6,509,-1.0872
2014,3,7,675,-0.2821
2014,3,8,134,-0.5378
2014,3,9,162,-2.3557
2014,4,1,340,-0.6687
2014,4,2,392,-2.4750
2014,4,3,256,-0.0597
2014,4,4,307,-0.9433
2014,4,5,227,0.5658
2014,4,6,263,0.9703
2014,4,7,407,0.5473
2014,4,8,596,1.4189
2014,4,9,84,0.8918
2014,5,1,202,2.5473
2014,5,2,546,4.4090
2014,5,3,326,1.1365
2014,5,4,237,1.0501
2014,5,5,220,3.9430
2014,5,6,416,2.0148
2014,5,7,382,1.5341
2014,5,8,304,0.4811
2014,5,9,255,-2.2920
2014,6,1,73,5.5866
2014,6,2,325,2.5539
2014,6,3,411,4.0210
2014,6,4,496,1.7462
2014,6,5,394,4.2236
2014,6,6,294,3.2395
2014,6,7,218,2.6664
2014,6,8,401,1.5790
2014,6,9,284,2.7700
2014,7,1,153,-2.5441
2014,7,2,450,-2.5395
2014,7,3,330,-5.1694
2014,7,4,400,-0.0511
2014,7,5,585,-3.3935
2014,7,6,184,-5.2932
2014,7,7,442,-4.0929
2014,7,8,217,-2.2947
2014,7,9,127,-6.1403
2014,8,1,91,3.5697
2014,8,2,215,5.6931
2014,8,3,192,5.5057
2014,8,4,188,3.6302
2014,8,5,303,4.0465
2014,8,6,500,5.3845
2014,8,7,371,4.6556
2014,8,8,871,4.0038
2014,8,9,178,3.6138
2014,9,1,311,-6.1513
2014,9,2,292,-3.1742
2014,9,3,397,-4.4636
2014,9,4,335,-2.5782
2014,9,5,189,-3.8951
2014,9,6,325,-3.1130
2014,9,7,310,-2.1342
2014,9,8,646,1.4455
2014,9,9,109,-6.6320
2014,10,1,91,-4.3723
2014,10,2,358,-0.6145
2014,10,3,178,4.8698
2014,10,4,281,2.4038
2014,10,5,336,4.4657
2014,10,6,485,2.9510
2014,10,7,549,-0.1020
2014,10,8,518,3.1624
2014,10,9,121,3.1184
2014,11,1,191,-2.0609
2014,11,2,443,0.3668
2014,11,3,361,4.9992
2014,11,4,164,4.7262
2014,11,5,290,2.3742
2014,11,6,252,3.7288
2014,11,7,388,3.4575
2014,11,8,448,1.3805
2014,11,9,396,4.5948
2014,12,1,239,-3.7566
2014,12,2,231,-0.6368
2014,12,3,428,0.5399
2014,12,4,511,-0.5880
2014,12,5,519,-0.0994
2014,12,6,113,-3.3280
2014,12,7,252,0.7219
2014,12,8,379,0.5066
2014,12,9,276,-0.6964
2015,1,1,80,-10.4402
2015,1,2,382,-1.8869
2015,1,3,505,-2.7141
2015,1,4,514,0.7136
2015,1,5,424,-1.8929
2015,1,6,213,-3.2926
2015,1,7,252,-3.7403
2015,1,8,452,-1.3091
2015,1,9,126,3.1475
2015,2,1,130,12.0019
2015,2,2,288,7.4664
2015,2,3,749,6.3190
2015,2,4,243,5.2382
2015,2,5,453,5.9721
2015,2,6,55,10.0241
2015,2,7,337,5.8641
2015,2,8,365,3.8334
2015,2,9,324,6.6309
2015,3,1,255,-1.9494
2015,3,2,495,-5.0477
2015,3,3,326,1.1524
2015,3,4,328,0.0415
2015,3,5,361,-4.1735
2015,3,6,161,0.0385
2015,3,7,578,-2.0044
2015,3,8,387,-1.3864
2015,3,9,49,-3.4997
2015,4,1,92,7.4002
2015,4,2,215,4.5674
2015,4,3,334,-0.5647
2015,4,4,332,2.4087
2015,4,5,577,-0.2098
2015,4,6,268,-1.6119
2015,4,7,640,-1.2009
2015,4,8,337,-3.4557
2015,4,9,139,-4.0603
2015,5,1,98,2.1912
2015,5,2,160,1.5255
2015,5,3,298,1.5462
2015,5,4,716,2.5054
2015,5,5,277,-0.4122
2015,5,6,205,1.8434
2015,5,7,505,1.5380
2015,5,8,485,0.1580
2015,5,9,198,-5.9057
2015,6,1,196,-5.0295
2015,6,2,490,-3.3143
2015,6,3,306,-0.7662
2015,6,4,387,-1.0594
2015,6,5,439,-2.1044
2015,6,6,153,-4.1561
2015,6,7,200,-1.4117
2015,6,8,195,-3.4855
2015,6,9,580,0.1662
2015,7,1,67,-11.8267
2015,7,2,348,-1.4119
2015,7,3,305,0.9508
2015,7,4,330,-1.3792
2015,7,5,412,2.9204
2015,7,6,365,1.8635
2015,7,7,679,2.9908
2015,7,8,250,2.2574
2015,7,9,152,-2.3680
2015,8,1,173,-0.3395
2015,8,2,279,-5.7635
2015,8,3,261,-5.0128
2015,8,4,197,-5.7066
2015,8,5,510,-5.6534
2015,8,6,250,-4.0482
2015,8,7,541,-6.1678
2015,8,8,220,-4.8972
2015,8,9,497,-4.2645
2015,9,1,577,-5.1505
2015,9,2,269,-6.4082
2015,9,3,306,-5.8714
2015,9,4,691,-1.4510
2015,9,5,214,-4.6610
2015,9,6,368,-3.7301
2015,9,7,316,-5.9490
2015,9,8,80,-0.4968
2015,9,9,112,-11.8083
2015,10,1,121,-2.9991
2015,10,2,248,8.0429
2015,10,3,452,10.5423
2015,10,4,326,9.9960
2015,10,5,283,6.9038
2015,10,6,460,8.0597
2015,10,7,347,5.1348
2015,10,8,625,7.6333
2015,10,9,64,6.2975
2015,11,1,167,4.7455
2015,11,2,350,2.1462
2015,11,3,186,-0.4329
2015,11,4,276,-0.2453
2015,11,5,240,-0.1330
2015,11,6,703,-0.3132
2015,11,7,385,0.3386
2015,11,8,467,-0.7246
2015,11,9,145,-0.7154
2015,12,1,149,-3.3364
2015,12,2,222,-1.4510
2015,12,3,173,-2.0384
2015,12,4,292,-1.5758
2015,12,5,709,-1.7363
2015,12,6,467,-3.6670
2015,12,7,502,-2.5724
2015,12,8,276,-2.7996
2015,12,9,138,-4.9518
2016,1,1,197,-7.0664
2016,1,2,400,-7.3090
2016,1,3,226,-6.8832
2016,1,4,414,-2.7498
2016,1,5,130,-3.7168
2016,1,6,126,-6.8459
2016,1,7,605,-6.5287
2016,1,8,701,-4.0838
2016,1,9,119,-1.8223
2016,2,1,524,3.5625
2016,2,2,145,6.3109
2016,2,3,345,3.5462
2016,2,4,347,1.2111
2016,2,5,144,-0.4070
2016,2,6,667,1.0994
2016,2,7,338,3.1901
2016,2,8,171,-0.2427
2016,2,9,217,7.3504
2016,3,1,514,7.4148
2016,3,2,525,5.0615
2016,3,3,187,6.4382
2016,3,4,320,5.8788
2016,3,5,599,6.8116
2016,3,6,144,8.4838
2016,3,7,316,7.8540
2016,3,8,228,9.9517
2016,3,9,49,12.9157
2016,4,1,81,0.9588
2016,4,2,422,9.3223
2016,4,3,362,-0.5169
2016,4,4,467,0.4941
2016,4,5,188,2.5902
2016,4,6,479,1.6981
2016,4,7,476,-1.2715
2016,4,8,289,3.6245
2016,4,9,115,10.1471
2016,5,1,519,4.7542
2016,5,2,242,0.2354
2016,5,3,311,1.4484
2016,5,4,414,1.2308
2016,5,5,326,0.8808
2016,5,6,222,-0.4611
2016,5,7,462,1.0192
2016,5,8,319,3.0765
2016,5,9,61,-5.0318
2016,6,1,102,6.4210
2016,6,2,207,-3.3253
2016,6,3,458,2.3930
2016,6,4,252,1.4440
2016,6,5,103,3.0527
2016,6,6,370,3.3107
2016,6,7,529,0.8775
2016,6,8,315,-0.1781
2016,6,9,531,-3.5514
2016,7,1,107,6.9500
2016,7,2,436,6.4002
2016,7,3,439,5.6015
2016,7,4,639,5.2487
2016,7,5,285,4.1537
2016,7,6,197,3.6907
2016,7,7,215,2.4015
2016,7,8,320,6.1511
2016,7,9,160,2.8523
2016,8,1,293,0.1453
2016,8,2,196,-0.9261
2016,8,3,170,0.5611
2016,8,4,318,-0.9367
2016,8,5,161,-0.4543
2016,8,6,410,-0.5644
2016,8,7,262,2.1718
2016,8,8,920,0.6617
2016,8,9,68,-4.6077
2016,9,1,113,3.4389
2016,9,2,589,-0.1064
2016,9,3,304,-1.7997
2016,9,4,217,-0.7463
2016,9,5,342,0.3194
2016,9,6,278,-0.1499
2016,9,7,430,-0.2931
2016,9,8,376,-0.3412
2016,9,9,146,-0.2093
2016,10,1,78,-3.6605
2016,10,2,317,-1.2067
2016,10,3,188,-2.5826
2016,10,4,168,-1.4727
2016,10,5,645,-4.0461
2016,10,6,466,-2.4283
2016,10,7,311,-3.1905
2016,10,8,301,-4.5859
2016,10,9,312,-1.1134
2016,11,1,287,6.9944
2016,11,2,491,5.1812
2016,11,3,189,2.7119
2016,11,4,351,9.0430
2016,11,5,295,4.5838
2016,11,6,291,3.8871
2016,11,7,457,5.7571
2016,11,8,351,2.7945
2016,11,9,80,7.2240
2016,12,1,188,3.2155
2016,12,2,435,2.4089
2016,12,3,287,0.8846
2016,12,4,756,0.4776
2016,12,5,115,2.2538
2016,12,6,367,1.9214
2016,12,7,209,0.0738
2016,12,8,218,-0.8283
2016,12,9,209,-2.3463
2017,1,1,75,2.4386
2017,1,2,310,2.6683
2017,1,3,461,4.6598
2017,1,4,668,2.0275
2017,1,5,183,4.2812
2017,1,6,189,2.1873
2017,1,7,180,2.1366
2017,1,8,448,2.1920
2017,1,9,260,3.4169
2017,2,1,313,0.3122
2017,2,2,489,4.6903
2017,2,3,325,1.5251
2017,2,4,362,2.5933
2017,2,5,338,4.6680
2017,2,6,219,3.3646
2017,2,7,142,4.4397
2017,2,8,494,2.1446
2017,2,9,95,-1.0134
2017,3,1,160,-0.7466
2017,3,2,202,1.4160
2017,3,3,167,1.6097
2017,3,4,305,1.8176
2017,3,5,643,-1.1251
2017,3,6,406,0.5711
2017,3,7,176,-0.0026
2017,3,8,108,-0.0011
2017,3,9,602,-0.5775
2017,4,1,113,1.6558
2017,4,2,498,-1.4122
2017,4,3,456,1.6202
2017,4,4,183,2.2891
2017,4,5,301,1.7419
2017,4,6,280,0.1870
2017,4,7,176,1.8054
2017,4,8,500,3.2210
2017,4,9,267,-0.4307
2017,5,1,251,-0.1068
2017,5,2,324,-2.2540
2017,5,3,359,0.2969
2017,5,4,543,0.8268
2017,5,5,140,2.0121
2017,5,6,330,1.3396
2017,5,7,36,-0.3379
2017,5,8,538,2.7605
2017,5,9,260,3.6916
2017,6,1,245,1.2645
2017,6,2,145,4.6399
2017,6,3,377,1.1937
2017,6,4,524,1.7015
2017,6,5,305,-0.4717
2017,6,6,346,0.7511
2017,6,7,535,-0.2345
2017,6,8,53,0.5782
2017,6,9,251,-1.0221
2017,7,1,433,4.6865
2017,7,2,454,1.7139
2017,7,3,142,1.4196
2017,7,4,252,0.4952
2017,7,5,288,3.3780
2017,7,6,189,0.5750
2017,7,7,195,0.3678
2017,7,8,276,1.1404
2017,7,9,495,-0.5985
2017,8,1,153,-2.6339
2017,8,2,228,-0.6107
2017,8,3,206,-0.0464
2017,8,4,299,1.0985
2017,8,5,676,-0.0528
2017,8,6,219,-1.5418
2017,8,7,584,1.8800
2017,8,8,275,-0.1223
2017,8,9,88,0.1923
2017,9,1,84,2.0130
2017,9,2,368,2.5878
2017,9,3,311,5.1601
2017,9,4,413,4.5456
2017,9,5,280,2.2925
2017,9,6,101,1.4554
2017,9,7,369,2.1041
2017,9,8,208,2.0657
2017,9,9,592,2.9789
2017,10,1,153,1.0995
2017,10,2,144,-2.6261
2017,10,3,601,2.9658
2017,10,4,336,2.5204
2017,10,5,603,1.9425
2017,10,6,136,1.9679
2017,10,7,232,2.5446
2017,10,8,235,3.4810
2017,10,9,273,2.4963
2017,11,1,105,4.6076
2017,11,2,683,3.0315
2017,11,3,198,5.3164
2017,11,4,194,3.2249
2017,11,5,119,2.1368
2017,11,6,230,2.2408
2017,11,7,455,4.6694
2017,11,8,198,2.5711
2017,11,9,541,4.0999
2017,12,1,61,6.0874
2017,12,2,531,1.1007
2017,12,3,207,0.1795
2017,12,4,644,-0.7690
2017,12,5,381,2.0900
2017,12,6,257,3.9310
2017,12,7,232,3.1299
2017,12,8,192,1.3433
2017,12,9,227,-0.7003
2018,1,1,205,3.7499
2018,1,2,142,4.4991
2018,1,3,589,2.6540
2018,1,4,510,9.7075
2018,1,5,300,4.9734
2018,1,6,284,3.8228
2018,1,7,241,2.8054
2018,1,8,222,5.5383
2018,1,9,238,2.1190
2018,2,1,167,-4.6181
2018,2,2,125,-4.6222
2018,2,3,227,-8.0591
2018,2,4,252,-5.8345
2018,2,5,491,-1.5222
2018,2,6,111,-2.1088
2018,2,7,524,-5.1140
2018,2,8,294,-0.7663
2018,2,9,547,-1.5075
2018,3,1,219,0.5495
2018,3,2,155,-0.4332
2018,3,3,219,-1.1759
2018,3,4,460,-1.6288
2018,3,5,677,-0.9041
2018,3,6,365,-0.2252
2018,3,7,340,-2.5371
2018,3,8,85,-4.4754
2018,3,9,216,-2.2664
2018,4,1,96,1.9638
2018,4,2,352,0.0121
2018,4,3,890,-0.9413
2018,4,4,176,-2.9177
2018,4,5,437,-2.1840
2018,4,6,181,-2.0544
2018,4,7,228,1.0343
2018,4,8,146,-1.6126
2018,4,9,236,3.5168
2018,5,1,176,2.9444
2018,5,2,123,1.5069
2018,5,3,331,1.7340
2018,5,4,311,3.4934
2018,5,5,574,1.7539
2018,5,6,194,2.7045
2018,5,7,472,1.6483
2018,5,8,280,5.0333
2018,5,9,281,1.9459
2018,6,1,53,0.9918
2018,6,2,177,2.8912
2018,6,3,164,-0.0888
2018,6,4,796,-0.0608
2018,6,5,197,2.0188
2018,6,6,243,-0.3877
2018,6,7,290,-1.0958
2018,6,8,545,-0.3603
2018,6,9,289,1.0893
2018,7,1,155,6.7524
2018,7,2,130,4.7175
2018,7,3,302,2.5887
2018,7,4,240,4.8914
2018,7,5,559,2.5677
2018,7,6,549,2.1124
2018,7,7,422,2.1903
2018,7,8,214,-0.7092
2018,7,9,166,0.9492
2018,8,1,119,-0.1511
2018,8,2,80,-3.6114
2018,8,3,385,2.2726
2018,8,4,358,3.5926
2018,8,5,537,3.8135
2018,8,6,256,2.4286
2018,8,7,356,0.1976
2018,8,8,529,1.1124
2018,8,9,124,2.3052
2018,9,1,47,-3.2449
2018,9,2,177,2.9174
2018,9,3,232,-1.0207
2018,9,4,107,-0.6082
2018,9,5,238,-2.1474
2018,9,6,206,0.8407
2018,9,7,721,-0.2787
2018,9,8,433,0.7752
2018,9,9,589,0.6755
2018,10,1,66,-9.4890
2018,10,2,178,-4.4172
2018,10,3,223,-8.3497
2018,10,4,187,-9.1298
2018,10,5,639,-9.1208
2018,10,6,380,-9.3684
2018,10,7,282,-8.7742
2018,10,8,547,-4.6393
2018,10,9,266,-11.6902
2018,11,1,111,3.7676
2018,11,2,274,0.9265
2018,11,3,236,1.3484
2018,11,4,299,4.4998
2018,11,5,492,2.4196
2018,11,6,721,0.9494
2018,11,7,311,-1.0093
2018,11,8,147,4.1331
2018,11,9,186,-0.1050
2018,12,1,171,-6.1496
2018,12,2,95,-10.2744
2018,12,3,258,-11.6271
2018,12,4,501,-10.0032
2018,12,5,512,-7.9672
2018,12,6,260,-7.0364
2018,12,7,276,-10.3255
2018,12,8,158,-8.9500
2018,12,9,537,-11.0420
2019,1,1,73,12.5383
2019,1,2,242,11.8172
2019,1,3,255,9.8490
2019,1,4,243,9.8240
2019,1,5,321,10.6473
2019,1,6,397,7.7489
2019,1,7,720,9.0325
2019,1,8,409,7.8154
2019,1,9,106,7.2655
2019,2,1,429,0.1466
2019,2,2,199,4.4983
2019,2,3,539,4.2313
2019,2,4,211,3.3054
2019,2,5,479,3.6995
2019,2,6,421,5.2717
2019,2,7,278,4.5508
2019,2,8,92,3.5963
2019,2,9,112,5.0804
2019,3,1,65,1.8167
2019,3,2,430,-0.3582
2019,3,3,161,0.6783
2019,3,4,646,-0.2328
2019,3,5,282,1.2930
2019,3,6,463,1.6110
2019,3,7,340,-0.4341
2019,3,8,241,-0.0006
2019,3,9,135,-0.7535
2019,4,1,103,3.0100
2019,4,2,162,4.8156
2019,4,3,203,4.8067
2019,4,4,537,2.9083
2019,4,5,559,3.0480
2019,4,6,214,1.3594
2019,4,7,512,4.0974
2019,4,8,221,1.7816
2019,4,9,251,3.8929
2019,5,1,167,-6.2182
2019,5,2,532,-8.3898
2019,5,3,200,-5.4359
2019,5,4,102,-7.7095
2019,5,5,260,-8.2067
2019,5,6,388,-6.0670
2019,5,7,617,-10.6382
2019,5,8,369,-4.4191
2019,5,9,135,-5.8585
2019,6,1,231,11.0644
2019,6,2,157,7.5594
2019,6,3,276,10.3644
2019,6,4,188,8.5623
2019,6,5,731,7.7751
2019,6,6,223,7.5075
2019,6,7,494,7.6467
2019,6,8,354,7.8368
2019,6,9,125,7.2880
2019,7,1,96,-2.9524
2019,7,2,155,0.1410
2019,7,3,976,1.2090
2019,7,4,343,0.6629
2019,7,5,268,-2.1520
2019,7,6,229,3.2408
2019,7,7,285,1.0348
2019,7,8,171,1.1301
2019,7,9,242,-0.5214
2019,8,1,63,-3.9752
2019,8,2,568,-3.4282
2019,8,3,345,-4.4219
2019,8,4,194,-0.3062
2019,8,5,299,-1.0424
2019,8,6,319,-3.8042
2019,8,7,242,-4.3129
2019,8,8,490,-1.8945
2019,8,9,252,-1.7572
2019,9,1,75,1.2029
2019,9,2,229,3.3418
2019,9,3,244,4.4965
2019,9,4,319,3.3937
2019,9,5,558,3.2213
2019,9,6,693,-1.4765
2019,9,7,410,-0.1316
2019,9,8,121,0.8753
2019,9,9,116,0.1357
2019,10,1,44,-0.9217
2019,10,2,276,0.6288
2019,10,3,853,2.4139
2019,10,4,224,0.3411
2019,10,5,373,0.2638
2019,10,6,117,-0.9200
2019,10,7,433,0.6193
2019,10,8,238,5.0607
2019,10,9,208,2.1358
2019,11,1,38,-2.4175
2019,11,2,232,3.3033
2019,11,3,188,2.9553
2019,11,4,135,1.7851
2019,11,5,305,4.2005
2019,11,6,712,3.9874
2019,11,7,292,2.4609
2019,11,8,561,4.5843
2019,11,9,305,2.6940
2019,12,1,29,6.8327
2019,12,2,162,5.5936
2019,12,3,179,2.9858
2019,12,4,317,2.5069
2019,12,5,261,1.8129
2019,12,6,417,1.5126
2019,12,7,603,3.4426
2019,12,8,648,2.7710
2019,12,9,149,2.1551
2020,1,1,89,-0.7287
2020,1,2,110,-6.2325
2020,1,3,412,-1.8983
2020,1,4,657,3.0674
2020,1,5,212,-2.1942
2020,1,6,292,-1.8696
2020,1,7,550,-1.1221
2020,1,8,353,-3.3371
2020,1,9,84,-1.7000
2020,2,1,166,-11.6635
2020,2,2,216,-8.5830
2020,2,3,91,-8.8671
2020,2,4,228,-8.7973
2020,2,5,627,-8.5625
2020,2,6,227,-8.7654
2020,2,7,441,-5.5269
2020,2,8,345,-6.9776
2020,2,9,427,-8.5305
2020,3,1,175,-17.2952
2020,3,2,109,-25.6297
2020,3,3,255,-16.4490
2020,3,4,356,-14.6625
2020,3,5,218,-21.8083
2020,3,6,448,-12.0136
2020,3,7,267,-15.0410
2020,3,8,765,-13.6795
2020,3,9,179,-17.7535
2020,4,1,39,12.4402
2020,4,2,280,19.6387
2020,4,3,136,15.2891
2020,4,4,341,15.7221
2020,4,5,435,7.7431
2020,4,6,309,10.0271
2020,4,7,331,12.0377
2020,4,8,248,14.4428
2020,4,9,646,16.4749
2020,5,1,345,4.3048
2020,5,2,164,6.6168
2020,5,3,226,6.1640
2020,5,4,100,5.1898
2020,5,5,202,7.9470
2020,5,6,607,4.1047
2020,5,7,486,6.8122
2020,5,8,378,6.7537
2020,5,9,253,5.5055
2020,6,1,146,2.4975
2020,6,2,538,0.8624
2020,6,3,234,1.2404
2020,6,4,133,4.5846
2020,6,5,483,-0.7873
2020,6,6,439,1.5713
2020,6,7,336,6.8216
2020,6,8,317,3.6531
2020,6,9,131,-0.4766
2020,7,1,99,5.0588
2020,7,2,643,4.2479
2020,7,3,302,5.6694
2020,7,4,177,6.6214
2020,7,5,209,6.1329
2020,7,6,408,6.2870
2020,7,7,240,6.2102
2020,7,8,431,5.2185
2020,7,9,221,10.7206
2020,8,1,154,6.4729
2020,8,2,559,6.9569
2020,8,3,269,4.2952
2020,8,4,461,7.1277
2020,8,5,249,4.7400
2020,8,6,201,5.8936
2020,8,7,274,5.7964
2020,8,8,418,6.3754
2020,8,9,156,11.9668
2020,9,1,161,-2.8678
2020,9,2,180,-4.0228
2020,9,3,661,-1.5350
2020,9,4,370,-1.7652
2020,9,5,154,0.7926
2020,9,6,112,0.9372
2020,9,7,486,-2.6415
2020,9,8,338,-0.2140
2020,9,9,294,-3.4881
2020,10,1,194,-3.8125
2020,10,2,474,-2.7172
2020,10,3,243,-1.3190
2020,10,4,362,-2.0467
2020,10,5,660,-3.6677
2020,10,6,112,1.6302
2020,10,7,268,4.3426
2020,10,8,364,2.0190
2020,10,9,109,-3.3241
2020,11,1,73,14.1705
2020,11,2,591,17.8300
2020,11,3,467,19.7970
2020,11,4,508,11.6085
2020,11,5,204,8.8368
2020,11,6,245,11.5295
2020,11,7,428,14.1673
2020,11,8,242,16.4688
2020,11,9,64,15.6727
2020,12,1,132,3.8737
2020,12,2,355,2.3528
2020,12,3,806,4.5243
2020,12,4,239,4.9991
2020,12,5,193,8.7640
2020,12,6,299,4.2452
2020,12,7,527,3.4719
2020,12,8,109,8.7645
2020,12,9,189,9.2578
2021,1,1,158,-3.7193
2021,1,2,145,-1.6666
2021,1,3,544,-1.1054
2021,1,4,557,0.9560
2021,1,5,254,-2.9344
2021,1,6,653,-0.1509
2021,1,7,243,-0.6965
2021,1,8,248,2.3855
2021,1,9,80,6.1280
2021,2,1,60,0.1132
2021,2,2,115,7.6013
2021,2,3,359,7.4274
2021,2,4,254,1.4292
2021,2,5,227,2.0591
2021,2,6,833,6.1031
2021,2,7,276,9.3226
2021,2,8,616,10.7814
2021,2,9,169,-2.0880
2021,3,1,107,-1.2266
2021,3,2,709,4.7293
2021,3,3,352,4.2825
2021,3,4,529,4.9728
2021,3,5,377,3.7050
2021,3,6,223,4.9409
2021,3,7,314,6.6626
2021,3,8,193,2.5817
2021,3,9,153,6.0638
2021,4,1,112,2.2624
2021,4,2,638,5.7414
2021,4,3,955,5.5748
2021,4,4,417,3.8841
2021,4,5,196,3.7862
2021,4,6,196,2.6243
2021,4,7,209,4.2196
2021,4,8,90,3.5389
2021,4,9,229,3.6449
2021,5,1,102,10.7139
2021,5,2,650,2.1608
2021,5,3,190,4.9650
2021,5,4,645,4.8815
2021,5,5,199,-1.0177
2021,5,6,309,-1.5049
2021,5,7,291,0.6093
2021,5,8,285,2.1302
2021,5,9,422,-1.7612
2021,6,1,69,-0.3034
2021,6,2,383,1.5294
2021,6,3,576,3.6606
2021,6,4,315,3.8624
2021,6,5,774,1.2023
2021,6,6,503,2.9344
2021,6,7,190,-3.0852
2021,6,8,171,-1.4662
2021,6,9,158,-2.8137
2021,7,1,60,1.7870
2021,7,2,226,-0.9340
2021,7,3,98,2.7450
2021,7,4,289,1.7198
2021,7,5,121,2.4229
2021,7,6,570,0.9465
2021,7,7,507,2.5639
2021,7,8,767,-1.4224
2021,7,9,530,1.7388
2021,8,1,194,2.6601
2021,8,2,587,-0.8135
2021,8,3,260,0.6578
2021,8,4,270,1.1222
2021,8,5,277,1.1827
2021,8,6,850,2.1214
2021,8,7,420,2.5800
2021,8,8,202,4.3717
2021,8,9,170,5.6403
2021,9,1,132,-2.4075
2021,9,2,165,-6.5184
2021,9,3,96,-2.9464
2021,9,4,261,-4.5874
2021,9,5,391,-5.2643
2021,9,6,799,-2.8895
2021,9,7,843,-5.5815
2021,9,8,483,-6.9035
2021,9,9,94,0.3552
2021,10,1,98,9.5638
2021,10,2,190,4.4143
2021,10,3,434,3.9812
2021,10,4,813,6.1245
2021,10,5,346,3.3107
2021,10,6,955,4.8686
2021,10,7,123,4.1297
2021,10,8,117,2.6747
2021,10,9,228,11.5275
2021,11,1,79,-7.0659
2021,11,2,220,-2.9565
2021,11,3,644,-3.9902
2021,11,4,253,-2.6785
2021,11,5,292,-4.2283
2021,11,6,240,-1.8228
2021,11,7,907,1.4174
2021,11,8,538,-4.1226
2021,11,9,173,-0.2164
2021,12,1,118,4.4757
2021,12,2,249,6.7703
2021,12,3,288,6.6385
2021,12,4,1132,1.0076
2021,12,5,683,4.9517
2021,12,6,204,5.5300
2021,12,7,122,5.1818
2021,12,8,350,4.3473
2021,12,9,247,6.1507
