year,month,MKT,REG,PEAD,HMLM,STR,ILR,SMB,EPRD
2019,10,0.0207,0.01945,2.00E-04,-0.02427705,-0.0041,0.030575,0.0022,0.041766
2019,11,0.0387,-0.006457,-0.0036,-0.017941357,-0.002,0.051115,0.0049,0.010455
2019,12,0.0277,-0.008055,-0.0052,0.033690317,0.0069,-0.046776,0.0095,0.007899
2020,1,-0.001,0.024784,-0.0059,-0.082733246,0.0257,-0.009713,-0.044,0.047967
2020,2,-0.0813,0.014416,0.006,-0.030345568,-0.0242,0.03133,-1.00E-04,0.005097
2020,3,-0.1338,0.118307,0.0639,-0.144099581,-0.1175,-0.004583,-0.0836,0.096192
2020,4,0.1365,-0.022196,-0.0245,0.104743896,0.1582,0.040347,0.0266,0.001983
2020,5,0.0558,0.006912,0.0019,-0.036013635,-0.0324,0.012007,0.0202,0.046413
2020,6,0.0246,0.017125,0.0439,-0.003201826,-0.019,-0.029741,0.0194,0.077827
2020,7,0.0577,0.017869,0.0206,-0.048650238,-0.0325,0.056618,-0.0317,0.006917
2020,8,0.0763,-0.016586,0.0245,-0.003220444,-0.0228,0.054939,-0.0092,-0.018438
2020,9,-0.0363,0.008326,-0.0085,-0.031159799,0.0046,-0.006203,1.00E-04,0.058972
2020,10,-0.021,0.000772,-0.0115,0.030540588,0.0064,0.004884,0.0466,0.012623
2020,11,0.1247,-0.096046,-0.0232,0.126476119,0.0302,0.015022,0.0699,-0.013506
2020,12,0.0463,-0.009909,-0.0021,-0.00589212,-0.0306,0.053841,0.0473,-0.001424
2021,1,-3.00E-04,-0.072774,-0.0354,0.004769411,0.0074,0.098473,0.0677,-0.006534
2021,2,0.0278,-0.05474,0.0055,0.100839362,0.045,-0.022012,0.0453,-0.020171
2021,3,0.0308,-0.01476,-0.0303,0.065416415,-0.0087,0.072904,-0.0093,-0.005557
2021,4,0.0493,0.021879,0.0241,0.001179324,0.0132,0.013825,-0.031,-0.002927
2021,5,0.0029,-0.017836,0.0253,0.065734128,0.0134,-0.124751,0.0119,0.025113
2021,6,0.0275,0.037346,-0.0197,-0.05017873,0.0311,-0.025103,-0.0028,0.039151
2021,7,0.0127,0.052153,0.0048,-0.01005425,-0.0067,-0.000482,-0.0455,0.046761
2021,8,0.0291,0.022894,0.0022,-0.011435226,-0.0155,0.029802,-0.0078,0.01196
2021,9,-0.0437,-0.047885,-0.0019,0.054705185,0.0079,0.027627,0.0121,-0.021055
2021,10,0.0665,0.035182,0.0311,-0.016656976,-0.0161,0.019637,-0.0271,0.026409
2021,11,-0.0155,0.049244,0.011,-0.021198129,-0.0261,0.068495,-0.0173,0.100804
2021,12,0.031,0.011868,-5.00E-04,0.036391632,-0.0034,0.01675,-0.0069,0.023719
